Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,CloudBurst Today,CloudBurstTomorrow,CloudBurstTodayBinary,WindDir9am_sin,WindDir9am_cos,WindDir3pm_sin,WindDir3pm_cos
15-05-2009,Albury,10.3,16.6,0,2.795,,WNW,54,13,19,82,63,1015,1011,80,70,12.9,15.9,No,Yes,0,-0.707106781,0.707106781,-0.707106781,0.707106781
16-05-2009,Albury,12.4,16.4,1.8,4.024,,W,52,22,24,82,54,1011.8,1013.4,80,80,13,14.5,Yes,No,1,-1,-1.84E-16,-0.923879533,-0.382683432
20-05-2009,Albury,5.1,18.6,0,2.705,,E,13,2,9,75,57,1022.8,1020.5,70,70,12.4,18,No,No,0,0.382683432,-0.923879533,0.923879533,0.382683432
25-05-2009,Albury,9.3,20.3,0,3.072,,NE,31,9,22,77,50,1024.6,1019.7,20,80,11.6,19.5,No,Yes,0,0.707106781,-0.707106781,0.707106781,0.707106781
26-05-2009,Albury,11.6,18.1,4.2,2.416,,E,19,2,6,97,74,1021.4,1019.2,80,30,13.6,17.4,Yes,No,1,1,6.12E-17,0.382683432,-0.923879533
01-06-2009,Albury,8,14.3,1.2,1.583,,SE,13,0,0,88,75,1031.9,1029.2,80,80,9.2,14,Yes,Yes,1,0,1,0.707106781,-0.707106781
02-06-2009,Albury,8.4,13.4,1.4,2.078,,SE,13,0,7,78,75,1029.3,1026.2,80,80,10.6,13.4,Yes,Yes,1,0,1,0.923879533,-0.382683432
03-06-2009,Albury,10.6,14.3,4.8,3.019,,SE,13,6,9,85,97,1023.5,1020.4,80,80,12.4,13,Yes,Yes,1,0.923879533,0.382683432,0.707106781,-0.707106781
04-06-2009,Albury,8.9,17.4,8,2.946,,ENE,13,2,4,99,58,1021,1017.5,80,70,11.3,16.5,Yes,No,1,-0.707106781,0.707106781,1,6.12E-17
06-06-2009,Albury,1.7,10.5,0.2,1.301,,ESE,11,4,0,99,91,1015.2,1011.1,80,80,4.7,10.2,No,Yes,0,1,6.12E-17,0.707106781,-0.707106781
07-06-2009,Albury,4.7,11.6,14.4,2.069,,NNW,30,6,17,93,80,1007.5,1006.3,80,80,10,11.5,Yes,Yes,1,-0.382683432,0.923879533,-0.382683432,0.923879533
08-06-2009,Albury,9,12,4.6,2.468,,WNW,33,9,26,88,79,1009.6,1008.7,80,80,10.3,11.4,Yes,Yes,1,-0.923879533,0.382683432,-0.923879533,0.382683432
09-06-2009,Albury,6.3,8.8,2,2.009,,W,43,13,13,92,95,1011.1,1008.3,80,80,6.8,7.9,Yes,Yes,1,-0.382683432,0.923879533,-0.923879533,0.382683432
12-06-2009,Albury,-1.3,8.2,0,1.342,,ESE,15,6,6,99,72,1025.7,1022.2,80,70,1.9,7.9,No,No,0,1,6.12E-17,0.382683432,-0.923879533
20-06-2009,Albury,0.9,17.3,0,2.075,,NNE,28,4,17,85,56,1025.7,1020.6,70,80,7,16.7,No,Yes,0,0.707106781,0.707106781,0.707106781,0.707106781
21-06-2009,Albury,7,17,1.6,1.178,,ENE,46,4,20,99,71,1021.9,1018.6,10,10,8.3,16.4,Yes,Yes,1,-0.707106781,0.707106781,0.923879533,0.382683432
22-06-2009,Albury,5,14.9,5.6,1.194,,SE,19,4,6,99,78,1020.7,1018.6,10,80,9.1,13.6,Yes,No,1,0.707106781,-0.707106781,0.923879533,0.382683432
23-06-2009,Albury,3.9,15.5,0,1.198,,W,35,11,7,99,70,1020.2,1016.4,80,60,8.3,15.2,No,Yes,0,0.923879533,0.382683432,0.382683432,-0.923879533
24-06-2009,Albury,7.7,14.1,6,1.826,,ESE,41,7,9,81,65,1014.9,1012.7,80,50,9.6,13.7,Yes,No,1,0.923879533,-0.382683432,0.707106781,-0.707106781
25-06-2009,Albury,4.7,12.2,0,1.305,,NNW,24,2,13,99,75,1015.5,1012.7,70,80,6.9,11.6,No,Yes,0,0.923879533,-0.382683432,0,1
27-06-2009,Albury,8.4,11.9,0,2.337,,SSE,22,7,6,79,81,1007.8,1005.5,80,80,10.3,11.3,No,Yes,0,0.707106781,-0.707106781,0.707106781,-0.707106781
28-06-2009,Albury,9.3,12.3,5.4,0.876,,W,22,9,11,98,76,1007.5,1006.6,70,80,9.8,12.3,Yes,Yes,1,-0.923879533,-0.382683432,-0.382683432,0.923879533
29-06-2009,Albury,8.2,15.7,3.6,1.918,,NE,26,9,15,91,69,1011.4,1009.4,80,80,10.1,15.6,Yes,Yes,1,0.707106781,0.707106781,0.382683432,0.923879533
30-06-2009,Albury,9.1,16.1,2,4.099,,NW,72,11,19,78,73,1007.6,1001,80,80,13.5,15.3,Yes,Yes,1,0.707106781,0.707106781,0.707106781,0.707106781
01-07-2009,Albury,8.3,13.3,8.4,1.933,,NW,52,20,22,85,68,1006.5,1005.2,80,50,9.5,13.1,Yes,Yes,1,0,1,-0.707106781,0.707106781
02-07-2009,Albury,8.8,11.6,5,1.684,,WNW,54,19,19,88,74,1009.4,1006.8,80,40,8.8,11.4,Yes,Yes,1,-0.707106781,0.707106781,-0.923879533,0.382683432
03-07-2009,Albury,7.6,12,7.8,2.691,,W,61,17,22,82,62,1008.6,1009.6,80,10,7.8,11.7,Yes,No,1,-1,-1.84E-16,-0.923879533,-0.382683432
04-07-2009,Albury,5.7,13.2,0,1.962,,WNW,39,15,24,91,76,1016.3,1014.9,80,80,7.9,12.6,No,No,0,-0.923879533,0.382683432,-0.923879533,0.382683432
11-07-2009,Albury,4.8,13.3,0.6,1.316,,NE,24,0,13,96,63,1020.5,1015.6,70,10,8.1,13.2,No,No,0,0,1,0.707106781,0.707106781
12-07-2009,Albury,8.1,16.5,0.6,2.305,,NNW,33,7,19,77,53,1010.4,1007.7,20,60,11.6,15.4,No,No,0,0.382683432,-0.923879533,-0.382683432,0.923879533
13-07-2009,Albury,5.9,13.1,1,1.782,,WNW,41,13,11,82,73,1007.6,1005.5,80,80,9,12.3,No,Yes,0,0,1,-0.382683432,0.923879533
14-07-2009,Albury,6.9,11,6.8,1.264,,W,30,9,9,94,75,1006.6,1005.8,80,80,7.5,10.1,Yes,Yes,1,0,1,-0.382683432,-0.923879533
18-07-2009,Albury,-1,12,0,1.162,,N,20,0,11,98,64,1023,1019.5,70,50,3.2,11.2,No,No,0,0,1,0,1
19-07-2009,Albury,3.2,14.1,0.6,1.196,,NNE,24,7,11,94,65,1021.6,1019.8,80,80,7.8,13.5,No,No,0,0.923879533,-0.382683432,0.707106781,0.707106781
22-07-2009,Albury,6.6,12.3,0,2.841,,W,44,7,20,74,81,1009.5,1006.2,70,80,11.3,10.2,No,Yes,0,0.923879533,0.382683432,-0.382683432,0.923879533
23-07-2009,Albury,6,13.5,9.8,2.449,,WNW,26,13,17,83,58,1015.1,1018.4,70,70,8.5,12.9,Yes,No,1,-1,-1.84E-16,-1,-1.84E-16
27-07-2009,Albury,1.3,8.8,0,1.197,,N,20,6,9,99,91,1019.9,1019.9,80,80,4.2,7.3,No,Yes,0,0.923879533,0.382683432,-0.382683432,0.923879533
28-07-2009,Albury,4.2,12.7,3.8,1.382,,WNW,31,11,11,89,71,1024,1023.1,80,80,8.8,12,Yes,Yes,1,-0.707106781,0.707106781,-0.923879533,0.382683432
29-07-2009,Albury,8.3,13.2,2.4,0.805,,WNW,24,11,9,98,81,1026,1025.4,80,80,9.3,12.1,Yes,No,1,-0.707106781,0.707106781,-0.923879533,-0.382683432
30-07-2009,Albury,3.3,12.1,0.2,0.961,,NNW,22,0,9,99,76,1025.8,1022.7,70,70,6.5,12,No,Yes,0,0,1,-0.923879533,0.382683432
31-07-2009,Albury,6.5,14.5,5.2,2.938,,W,35,19,22,81,61,1021.3,1021.5,50,80,11.6,12.7,Yes,No,1,-1,-1.84E-16,-0.923879533,-0.382683432
01-08-2009,Albury,7.4,13.9,0.2,0.902,,W,30,0,15,99,70,1026.8,1025.3,70,30,8.9,13.3,No,No,0,0,1,-0.923879533,0.382683432
02-08-2009,Albury,7.5,14.1,0.8,1.053,,NNW,30,2,17,94,65,1027.9,1024.8,10,60,10.5,13.3,No,No,0,-0.707106781,-0.707106781,-0.382683432,0.923879533
05-08-2009,Albury,5.7,13.8,5.4,1.052,,NNE,19,7,7,98,76,1022.2,1020.2,80,80,8.9,13.6,Yes,No,1,0.923879533,0.382683432,1.22E-16,-1
07-08-2009,Albury,8,13.9,0.8,4.655,,WNW,57,35,33,79,47,1012.8,1015.6,80,80,9.8,13.7,No,Yes,0,-0.923879533,0.382683432,-0.923879533,-0.382683432
11-08-2009,Albury,5.9,17.7,0.4,5.236,,NNE,43,19,22,62,59,1009,1008.6,10,10,14.8,15.6,No,Yes,0,1,6.12E-17,-0.382683432,0.923879533
12-08-2009,Albury,6.9,14.3,4.8,1.006,,W,24,6,13,99,74,1011.5,1010,80,80,9.1,13,Yes,No,1,0.382683432,-0.923879533,-0.707106781,0.707106781
13-08-2009,Albury,7.7,11.6,0.2,1.119,,NW,22,6,13,94,87,1015.7,1015.3,80,70,9.4,11.1,No,Yes,0,-0.707106781,0.707106781,0,1
16-08-2009,Albury,5.1,15.5,1.6,1.961,,W,39,11,11,79,70,1012.2,1006.4,80,80,11,14.3,Yes,Yes,1,0.707106781,0.707106781,0.923879533,0.382683432
19-08-2009,Albury,1.6,16.4,0,1.358,,E,17,7,7,99,61,1027.7,1022.5,80,10,5.5,15.2,No,No,0,0.707106781,0.707106781,1.22E-16,-1
21-08-2009,Albury,7.3,14.8,1,3.522,,WNW,59,26,30,72,85,1004,1001.7,30,80,13.3,10.1,No,Yes,0,0.382683432,0.923879533,-0.923879533,-0.382683432
23-08-2009,Albury,5.8,18.9,3.8,1.862,,NNE,26,7,11,94,67,1011.5,1007.1,30,30,10.8,18.2,Yes,Yes,1,0.923879533,0.382683432,0.382683432,0.923879533
29-08-2009,Albury,7.2,17.9,4.2,3.613,,W,59,20,19,81,80,1002.6,996.9,10,80,13,17.5,Yes,Yes,1,0.707106781,0.707106781,-1,-1.84E-16
30-08-2009,Albury,6.3,11.1,13.4,2.455,,WNW,56,26,20,77,57,1014.2,1015.2,80,80,6.7,10.7,Yes,Yes,1,-1,-1.84E-16,-1,-1.84E-16
31-08-2009,Albury,6.7,14.2,1.4,2.022,,NW,39,19,22,90,72,1018.9,1016.8,70,50,9.7,13.9,Yes,Yes,1,-0.707106781,0.707106781,-0.707106781,0.707106781
01-09-2009,Albury,5.1,14.2,3,1.957,,WNW,24,7,15,96,58,1023.2,1021.7,80,10,9.7,12.5,Yes,No,1,-0.923879533,0.382683432,-1,-1.84E-16
08-09-2009,Albury,5.7,16.5,0,3.515,,W,46,7,30,90,59,1009.9,1009,50,40,9.4,15.3,No,No,0,-1,-1.84E-16,-0.923879533,-0.382683432
09-09-2009,Albury,7.5,14.3,0,2.32,,W,35,17,22,82,67,1012.8,1011.3,80,80,9.5,13.4,No,No,0,-1,-1.84E-16,-0.923879533,0.382683432
19-09-2009,Albury,5.4,20.6,0,2.173,,NNW,22,6,11,98,46,1018.8,1015,80,80,10.2,19.2,No,No,0,0.707106781,0.707106781,-0.923879533,0.382683432
22-09-2009,Albury,11.5,20.2,8.4,5.043,,NNE,50,17,13,77,55,1002.6,999.2,80,10,15.5,19.2,Yes,Yes,1,-0.382683432,0.923879533,0,1
23-09-2009,Albury,9.3,16.8,28.8,5.508,,W,56,26,30,82,54,997.8,1003.8,50,80,13.1,15.9,Yes,Yes,1,-1,-1.84E-16,-0.923879533,-0.382683432
25-09-2009,Albury,5.3,20.6,0,4.64,,NNW,44,22,13,60,57,1009.3,1002.9,20,70,15.2,17.3,No,Yes,0,0.382683432,0.923879533,0,1
26-09-2009,Albury,6.8,12.2,6,2.665,,WNW,56,37,24,79,72,1005.2,1003.9,70,60,7.9,11.1,Yes,Yes,1,-0.923879533,0.382683432,-1,-1.84E-16
27-09-2009,Albury,4.5,12.9,1.6,3.034,,W,61,35,37,78,72,1009.8,1008.4,50,80,6.7,10.7,Yes,No,1,-0.923879533,0.382683432,-1,-1.84E-16
03-10-2009,Albury,8.5,13.5,3.2,1.611,,SSE,31,17,11,87,75,1014,1015.1,70,70,9.6,13,Yes,Yes,1,0.923879533,-0.382683432,0.923879533,-0.382683432
06-10-2009,Albury,5.2,16.2,0,1.679,,SE,37,6,15,85,77,1020.2,1018.3,20,20,8.8,10,No,Yes,0,0.923879533,0.382683432,0.382683432,-0.923879533
13-10-2009,Albury,6.6,17.7,2,3.187,,N,50,17,30,70,71,1001.9,997.6,70,60,10.8,14.8,Yes,Yes,1,0,1,-0.707106781,0.707106781
14-10-2009,Albury,9.5,15.1,7,3.228,,W,65,26,30,88,60,1000.5,1002.7,80,10,10.3,14.1,Yes,Yes,1,-0.923879533,0.382683432,-1,-1.84E-16
15-10-2009,Albury,9.7,15.7,1.4,2.448,,WNW,50,15,22,79,84,1008.5,1007.8,80,80,11.1,10.9,Yes,Yes,1,-0.707106781,0.707106781,-0.923879533,-0.382683432
21-11-2009,Albury,19.3,21,10.6,6.887,,NE,37,9,9,95,91,1010.8,1009,80,80,19.7,20.8,Yes,Yes,1,0.707106781,0.707106781,0.382683432,-0.923879533
22-11-2009,Albury,18.3,28.3,25.8,11.578,,NNW,61,0,46,98,67,1003.7,1003.5,80,80,19.2,25.6,Yes,No,1,0,1,-1,-1.84E-16
26-11-2009,Albury,21,34.5,0,10.096,,N,78,13,39,48,70,1012.2,1008.4,10,40,28.2,25.2,No,Yes,0,0.707106781,-0.707106781,-0.923879533,0.382683432
27-11-2009,Albury,15.9,26.2,10.2,4.582,,N,24,11,0,82,56,1010.7,1008.6,70,50,17.6,24.7,Yes,No,1,0.707106781,0.707106781,0.707106781,-0.707106781
28-11-2009,Albury,17.1,26.4,0,10.16,,W,52,24,24,48,27,1006.5,1002.7,20,10,18.8,25.7,No,Yes,0,-0.923879533,0.382683432,-0.707106781,0.707106781
29-11-2009,Albury,12.8,22.3,9.4,5.11,,WNW,46,6,19,94,54,1000.5,1000.9,80,40,13.5,20.7,Yes,Yes,1,-0.923879533,-0.382683432,-0.923879533,0.382683432
30-11-2009,Albury,13.2,23.9,2.4,5.966,,SE,50,9,24,82,35,1010.3,1009.3,30,10,15.9,23.6,Yes,No,1,0.382683432,-0.923879533,0.707106781,-0.707106781
08-12-2009,Albury,18.2,24.9,0,8.375,,SW,54,13,28,58,45,1006.9,1006,70,50,21,21.8,No,Yes,0,-0.923879533,-0.382683432,-0.707106781,-0.707106781
10-12-2009,Albury,14.2,27.4,0,7.297,,W,52,6,19,52,26,1008.9,1004.7,70,70,19.7,25.6,No,No,0,0.707106781,-0.707106781,-1,-1.84E-16
11-12-2009,Albury,9.2,22.6,1,5.238,,SW,41,19,20,62,30,1016.9,1016.3,60,30,12.8,21,No,No,0,-0.923879533,-0.382683432,-0.707106781,-0.707106781
25-12-2009,Albury,18.8,28.3,9.8,6.785,,SE,31,0,6,84,49,1009.8,1008,50,10,20.9,27.5,Yes,No,1,0,1,0.382683432,0.923879533
17-01-2010,Albury,16.8,25.6,0,8.646,,WNW,57,20,35,51,24,1006.9,1005.5,40,10,18,24.1,No,No,0,-1,-1.84E-16,-1,-1.84E-16
18-01-2010,Albury,10.5,22.6,0,7.454,,SW,52,22,30,44,30,1007.7,1007,20,80,14.4,20.5,No,No,0,-1,-1.84E-16,-0.923879533,-0.382683432
05-02-2010,Albury,19.2,26.1,52.2,10.164,,SE,33,9,13,83,70,1009.9,1009.4,40,80,22.1,25,Yes,Yes,1,1.22E-16,-1,-0.382683432,-0.923879533
08-02-2010,Albury,23,34,0,7.641,,NNW,37,7,11,66,32,1020.8,1017.8,70,70,25.9,33.8,No,No,0,0.923879533,-0.382683432,0.923879533,-0.382683432
13-02-2010,Albury,20.8,27.1,0,6.083,,NE,24,9,11,82,59,1009.9,1007.9,80,10,21.2,26.6,No,No,0,1,6.12E-17,0.707106781,0.707106781
14-02-2010,Albury,20.5,30.3,0,7.269,,SE,41,7,20,80,43,1006.8,1003.9,80,80,21.7,28.9,No,No,0,0.382683432,-0.923879533,0.707106781,-0.707106781
20-02-2010,Albury,15.7,31.8,0,6.222,,NW,57,7,19,70,35,1018.9,1014.3,10,20,19.6,30.9,No,No,0,0.707106781,-0.707106781,0,1
21-02-2010,Albury,19.6,34.7,0.6,6.936,,SSW,59,6,24,71,59,1015.3,1011.2,30,80,23.8,27.3,No,Yes,0,0.707106781,-0.707106781,0.707106781,-0.707106781
22-02-2010,Albury,20.2,26.4,3.6,5.209,,E,46,4,9,83,70,1014.6,1011.9,80,80,21.3,24.2,Yes,No,1,0.923879533,0.382683432,-0.707106781,0.707106781
05-03-2010,Albury,12.8,22.3,0,7.953,,NE,37,24,17,74,93,1008.8,1006.6,80,80,20.9,20.1,No,Yes,0,0.707106781,0.707106781,0.707106781,0.707106781
06-03-2010,Albury,18.8,30.3,20.6,7.541,,WSW,39,9,7,87,48,1010,1009,80,10,22.3,29.4,Yes,Yes,1,-1,-1.84E-16,0,1
07-03-2010,Albury,18.3,22.9,5.8,4.126,,SE,39,15,13,89,82,1013.3,1008.8,80,70,19,21.1,Yes,Yes,1,-0.707106781,0.707106781,1,6.12E-17
09-03-2010,Albury,15.7,22.4,6.2,4.429,,NW,46,20,17,90,67,1014.4,1015.9,80,80,16.3,19,Yes,No,1,-0.923879533,0.382683432,-0.923879533,0.382683432
29-03-2010,Albury,18.2,26.3,11,4.722,,WNW,26,7,20,94,61,1015.8,1014.9,70,50,18.2,24.8,Yes,No,1,-1,-1.84E-16,-0.923879533,0.382683432
07-04-2010,Albury,15.7,23.4,3,4.353,,N,30,17,9,87,69,1012.8,1010.5,80,30,19.2,23.2,Yes,Yes,1,0.382683432,0.923879533,-0.923879533,0.382683432
08-04-2010,Albury,13.5,23.1,3.2,4.522,,NW,46,13,20,84,53,1016.7,1015.3,10,10,17.5,23,Yes,No,1,-0.923879533,0.382683432,-0.923879533,-0.382683432
10-04-2010,Albury,14.1,18.6,0.2,4.966,,WNW,22,6,11,84,79,1011.6,1009,80,80,16.7,18.3,No,Yes,0,0.707106781,0.707106781,0.707106781,0.707106781
11-04-2010,Albury,14.2,18.7,7,4.726,,WNW,57,17,35,86,43,1010.1,1010.2,80,20,15.9,17.8,Yes,No,1,-0.707106781,0.707106781,-1,-1.84E-16
19-04-2010,Albury,11.2,25.9,0,4.153,,ESE,17,0,9,81,46,1025.7,1021.9,20,30,14.6,25.6,No,No,0,0,1,0.382683432,-0.923879533
20-04-2010,Albury,11.8,25.2,0,3.954,,ENE,26,2,13,79,49,1024.6,1020.1,10,10,16.4,24.3,No,No,0,0.382683432,-0.923879533,1,6.12E-17
24-04-2010,Albury,15.4,19.8,3.6,3.779,,NNW,46,11,28,95,86,1013.4,1008.7,80,80,17.1,18.6,Yes,Yes,1,0.382683432,0.923879533,-0.382683432,0.923879533
27-04-2010,Albury,7.1,16.1,0,2.732,,ENE,17,0,7,84,58,1020.9,1018,60,70,9.7,15.9,No,Yes,0,0,1,0.923879533,0.382683432
28-04-2010,Albury,9.7,17.3,1.6,2.194,,NW,30,6,17,84,50,1022,1019.6,10,10,12.4,16.9,Yes,No,1,0.707106781,0.707106781,-0.923879533,0.382683432
29-04-2010,Albury,10.5,17.7,0.4,2.562,,W,28,7,11,79,69,1021.9,1020.4,50,80,14.3,17,No,No,0,-0.923879533,-0.382683432,-0.923879533,-0.382683432
04-05-2010,Albury,8,25.3,0.2,7.276,,WNW,61,7,26,92,29,1017.8,1011.2,80,40,11.9,24.8,No,Yes,0,-0.923879533,-0.382683432,0,1
06-05-2010,Albury,7.1,15.3,0,2.236,,W,35,11,9,78,68,1022.3,1021.6,80,80,10.8,15.3,No,No,0,-0.707106781,0.707106781,-1,-1.84E-16
07-05-2010,Albury,5.7,17.5,0,2.147,,W,20,2,6,89,56,1024.7,1021.7,80,60,10.2,16.8,No,No,0,1.22E-16,-1,-0.923879533,0.382683432
08-05-2010,Albury,9.6,19.3,0,2.716,,SSE,13,0,0,84,59,1023.7,1021.1,60,10,13,18.6,No,No,0,0,1,0.707106781,-0.707106781
09-05-2010,Albury,5.7,19.5,0,1.922,,ENE,17,7,4,99,54,1023.4,1019.6,80,10,9.2,18.6,No,No,0,1,6.12E-17,0.382683432,-0.923879533
25-05-2010,Albury,10.2,14.9,10.4,3.135,,E,26,7,7,88,99,1008.7,1005,70,70,13.5,12.8,Yes,Yes,1,1,6.12E-17,0.382683432,-0.923879533
27-05-2010,Albury,5.7,16.6,0.2,2.05,,SSE,11,0,9,92,59,1019.6,1018,80,80,9.7,16.5,No,No,0,0,1,0.382683432,-0.923879533
28-05-2010,Albury,6.4,17,0,1.849,,ENE,22,0,13,96,63,1019.4,1014.3,80,60,9.4,17,No,Yes,0,0,1,0.707106781,0.707106781
29-05-2010,Albury,9.4,15,28,2.274,,N,26,9,11,99,89,1005.7,1002.8,80,80,12.1,14,Yes,Yes,1,1,6.12E-17,0.707106781,-0.707106781
30-05-2010,Albury,8.8,20.2,5.8,5.67,,SE,46,11,31,99,47,1004.7,1004.8,80,10,10.8,19.6,Yes,No,1,-0.382683432,-0.923879533,0.382683432,-0.923879533
08-06-2010,Albury,3.1,12.2,0,1.634,,WNW,19,2,11,89,49,1023.7,1019.5,70,70,5.3,11.6,No,No,0,0.382683432,-0.923879533,-0.923879533,0.382683432
09-06-2010,Albury,5.3,8.4,0,2.018,,WNW,37,11,13,81,92,1012.9,1011.1,70,80,7.8,7.9,No,Yes,0,-0.382683432,0.923879533,-0.923879533,0.382683432
11-06-2010,Albury,7.2,13.2,0,1.686,,W,28,6,13,82,66,1023,1019.7,70,70,9.2,12.8,No,No,0,-0.923879533,-0.382683432,-0.923879533,-0.382683432
15-06-2010,Albury,-0.3,12.8,0,1.035,,SSE,11,2,9,92,65,1032.3,1028.3,60,10,3.4,12.4,No,No,0,0.707106781,-0.707106781,0.923879533,-0.382683432
16-06-2010,Albury,1.5,15.5,0,1.223,,NNW,52,4,9,91,73,1027.4,1022.1,10,70,7.4,13.5,No,Yes,0,1,6.12E-17,1,6.12E-17
18-06-2010,Albury,3,12.2,2.2,1.407,,W,24,7,13,88,70,1019.6,1018,70,20,6.9,10.9,Yes,Yes,1,-0.707106781,0.707106781,-1,-1.84E-16
20-06-2010,Albury,3.6,13.1,0,0.822,,NW,39,0,2,98,86,1027.2,1026.7,80,80,7.7,12.7,No,No,0,0,1,-0.382683432,-0.923879533
24-06-2010,Albury,3.4,17,0,1.699,,ENE,24,4,17,85,56,1030.1,1024.7,30,10,8.3,16.9,No,No,0,1,6.12E-17,1,6.12E-17
25-06-2010,Albury,7,16.1,0,2.34,,NNE,31,9,2,83,95,1021.9,1018.6,80,80,12.1,13.2,No,Yes,0,1,6.12E-17,0.707106781,-0.707106781
