Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,CloudBurst Today,CloudBurstTomorrow,CloudBurstTodayBinary
07-06-2009,Albury,4.7,11.6,14.4,,,NNW,30.0,NNW,NNW,6.0,17.0,93.0,80.0,1007.5,1006.3,80.0,80.0,10.0,11.5,Yes,Yes,1.0
08-06-2009,Albury,9.0,12.0,4.6,,,WNW,33.0,WNW,WNW,9.0,26.0,88.0,79.0,1009.6,1008.7,80.0,80.0,10.3,11.4,Yes,Yes,1.0
09-06-2009,Albury,6.3,8.8,2.0,,,W,43.0,NNW,WNW,13.0,13.0,92.0,95.0,1011.1,1008.3,80.0,80.0,6.8,7.9,Yes,Yes,1.0
12-06-2009,Albury,-1.3,8.2,0.0,,,ESE,15.0,E,SSE,6.0,6.0,99.0,72.0,1025.7,1022.2,80.0,70.0,1.9,7.9,No,No,0.0
20-06-2009,Albury,0.9,17.3,0.0,,,NNE,28.0,NE,NE,4.0,17.0,85.0,56.0,1025.7,1020.6,70.0,80.0,7.0,16.7,No,Yes,0.0
21-06-2009,Albury,7.0,17.0,1.6,,,ENE,46.0,NW,ENE,4.0,20.0,99.0,71.0,1021.9,1018.6,10.0,10.0,8.3,16.4,Yes,Yes,1.0
22-06-2009,Albury,5.0,14.9,5.6,,,SE,19.0,SE,ENE,4.0,6.0,99.0,78.0,1020.7,1018.6,10.0,80.0,9.1,13.6,Yes,No,1.0
23-06-2009,Albury,3.9,15.5,0.0,,,W,35.0,ENE,SSE,11.0,7.0,99.0,70.0,1020.2,1016.4,80.0,60.0,8.3,15.2,No,Yes,0.0
24-06-2009,Albury,7.7,14.1,6.0,,,ESE,41.0,ESE,SE,7.0,9.0,81.0,65.0,1014.9,1012.7,80.0,50.0,9.6,13.7,Yes,No,1.0
25-06-2009,Albury,4.7,12.2,0.0,,,NNW,24.0,ESE,N,2.0,13.0,99.0,75.0,1015.5,1012.7,70.0,80.0,6.9,11.6,No,Yes,0.0
27-06-2009,Albury,8.4,11.9,0.0,,,SSE,22.0,SE,SE,7.0,6.0,79.0,81.0,1007.8,1005.5,80.0,80.0,10.3,11.3,No,Yes,0.0
28-06-2009,Albury,9.3,12.3,5.4,,,W,22.0,WSW,NNW,9.0,11.0,98.0,76.0,1007.5,1006.6,70.0,80.0,9.8,12.3,Yes,Yes,1.0
29-06-2009,Albury,8.2,15.7,3.6,,,NE,26.0,NE,NNE,9.0,15.0,91.0,69.0,1011.4,1009.4,80.0,80.0,10.1,15.6,Yes,Yes,1.0
30-06-2009,Albury,9.1,16.1,2.0,,,NW,72.0,NE,NE,11.0,19.0,78.0,73.0,1007.6,1001.0,80.0,80.0,13.5,15.3,Yes,Yes,1.0
01-07-2009,Albury,8.3,13.3,8.4,,,NW,52.0,N,NW,20.0,22.0,85.0,68.0,1006.5,1005.2,80.0,50.0,9.5,13.1,Yes,Yes,1.0
02-07-2009,Albury,8.8,11.6,5.0,,,WNW,54.0,NW,WNW,19.0,19.0,88.0,74.0,1009.4,1006.8,80.0,40.0,8.8,11.4,Yes,Yes,1.0
03-07-2009,Albury,7.6,12.0,7.8,,,W,61.0,W,WSW,17.0,22.0,82.0,62.0,1008.6,1009.6,80.0,10.0,7.8,11.7,Yes,No,1.0
04-07-2009,Albury,5.7,13.2,0.0,,,WNW,39.0,WNW,WNW,15.0,24.0,91.0,76.0,1016.3,1014.9,80.0,80.0,7.9,12.6,No,No,0.0
11-07-2009,Albury,4.8,13.3,0.6,,,NE,24.0,N,NE,0.0,13.0,96.0,63.0,1020.5,1015.6,70.0,10.0,8.1,13.2,No,No,0.0
12-07-2009,Albury,8.1,16.5,0.6,,,NNW,33.0,SSE,NNW,7.0,19.0,77.0,53.0,1010.4,1007.7,20.0,60.0,11.6,15.4,No,No,0.0
13-07-2009,Albury,5.9,13.1,1.0,,,WNW,41.0,N,NNW,13.0,11.0,82.0,73.0,1007.6,1005.5,80.0,80.0,9.0,12.3,No,Yes,0.0
14-07-2009,Albury,6.9,11.0,6.8,,,W,30.0,N,SSW,9.0,9.0,94.0,75.0,1006.6,1005.8,80.0,80.0,7.5,10.1,Yes,Yes,1.0
18-07-2009,Albury,-1.0,12.0,0.0,,,N,20.0,N,N,0.0,11.0,98.0,64.0,1023.0,1019.5,70.0,50.0,3.2,11.2,No,No,0.0
19-07-2009,Albury,3.2,14.1,0.6,,,NNE,24.0,ESE,NE,7.0,11.0,94.0,65.0,1021.6,1019.8,80.0,80.0,7.8,13.5,No,No,0.0
22-07-2009,Albury,6.6,12.3,0.0,,,W,44.0,ENE,NNW,7.0,20.0,74.0,81.0,1009.5,1006.2,70.0,80.0,11.3,10.2,No,Yes,0.0
23-07-2009,Albury,6.0,13.5,9.8,,,WNW,26.0,W,W,13.0,17.0,83.0,58.0,1015.1,1018.4,70.0,70.0,8.5,12.9,Yes,No,1.0
27-07-2009,Albury,1.3,8.8,0.0,,,N,20.0,ENE,NNW,6.0,9.0,99.0,91.0,1019.9,1019.9,80.0,80.0,4.2,7.3,No,Yes,0.0
28-07-2009,Albury,4.2,12.7,3.8,,,WNW,31.0,NW,WNW,11.0,11.0,89.0,71.0,1024.0,1023.1,80.0,80.0,8.8,12.0,Yes,Yes,1.0
29-07-2009,Albury,8.3,13.2,2.4,,,WNW,24.0,NW,WSW,11.0,9.0,98.0,81.0,1026.0,1025.4,80.0,80.0,9.3,12.1,Yes,No,1.0
30-07-2009,Albury,3.3,12.1,0.2,,,NNW,22.0,N,WNW,0.0,9.0,99.0,76.0,1025.8,1022.7,70.0,70.0,6.5,12.0,No,Yes,0.0
31-07-2009,Albury,6.5,14.5,5.2,,,W,35.0,W,WSW,19.0,22.0,81.0,61.0,1021.3,1021.5,50.0,80.0,11.6,12.7,Yes,No,1.0
01-08-2009,Albury,7.4,13.9,0.2,,,W,30.0,N,WNW,0.0,15.0,99.0,70.0,1026.8,1025.3,70.0,30.0,8.9,13.3,No,No,0.0
02-08-2009,Albury,7.5,14.1,0.8,,,NNW,30.0,SW,NNW,2.0,17.0,94.0,65.0,1027.9,1024.8,10.0,60.0,10.5,13.3,No,No,0.0
05-08-2009,Albury,5.7,13.8,5.4,,,NNE,19.0,ENE,S,7.0,7.0,98.0,76.0,1022.2,1020.2,80.0,80.0,8.9,13.6,Yes,No,1.0
07-08-2009,Albury,8.0,13.9,0.8,,,WNW,57.0,WNW,WSW,35.0,33.0,79.0,47.0,1012.8,1015.6,80.0,80.0,9.8,13.7,No,Yes,0.0
11-08-2009,Albury,5.9,17.7,0.4,,,NNE,43.0,E,NNW,19.0,22.0,62.0,59.0,1009.0,1008.6,10.0,10.0,14.8,15.6,No,Yes,0.0
12-08-2009,Albury,6.9,14.3,4.8,,,W,24.0,SSE,NW,6.0,13.0,99.0,74.0,1011.5,1010.0,80.0,80.0,9.1,13.0,Yes,No,1.0
13-08-2009,Albury,7.7,11.6,0.2,,,NW,22.0,NW,N,6.0,13.0,94.0,87.0,1015.7,1015.3,80.0,70.0,9.4,11.1,No,Yes,0.0
16-08-2009,Albury,5.1,15.5,1.6,,,W,39.0,NE,ENE,11.0,11.0,79.0,70.0,1012.2,1006.4,80.0,80.0,11.0,14.3,Yes,Yes,1.0
19-08-2009,Albury,1.6,16.4,0.0,,,E,17.0,NE,S,7.0,7.0,99.0,61.0,1027.7,1022.5,80.0,10.0,5.5,15.2,No,No,0.0
21-08-2009,Albury,7.3,14.8,1.0,,,WNW,59.0,NNE,WSW,26.0,30.0,72.0,85.0,1004.0,1001.7,30.0,80.0,13.3,10.1,No,Yes,0.0
23-08-2009,Albury,5.8,18.9,3.8,,,NNE,26.0,ENE,NNE,7.0,11.0,94.0,67.0,1011.5,1007.1,30.0,30.0,10.8,18.2,Yes,Yes,1.0
29-08-2009,Albury,7.2,17.9,4.2,,,W,59.0,NE,W,20.0,19.0,81.0,80.0,1002.6,996.9,10.0,80.0,13.0,17.5,Yes,Yes,1.0
30-08-2009,Albury,6.3,11.1,13.4,,,WNW,56.0,W,W,26.0,20.0,77.0,57.0,1014.2,1015.2,80.0,80.0,6.7,10.7,Yes,Yes,1.0
31-08-2009,Albury,6.7,14.2,1.4,,,NW,39.0,NW,NW,19.0,22.0,90.0,72.0,1018.9,1016.8,70.0,50.0,9.7,13.9,Yes,Yes,1.0
01-09-2009,Albury,5.1,14.2,3.0,,,WNW,24.0,WNW,W,7.0,15.0,96.0,58.0,1023.2,1021.7,80.0,10.0,9.7,12.5,Yes,No,1.0
08-09-2009,Albury,5.7,16.5,0.0,,,W,46.0,W,WSW,7.0,30.0,90.0,59.0,1009.9,1009.0,50.0,40.0,9.4,15.3,No,No,0.0
09-09-2009,Albury,7.5,14.3,0.0,,,W,35.0,W,WNW,17.0,22.0,82.0,67.0,1012.8,1011.3,80.0,80.0,9.5,13.4,No,No,0.0
19-09-2009,Albury,5.4,20.6,0.0,,,NNW,22.0,NE,WNW,6.0,11.0,98.0,46.0,1018.8,1015.0,80.0,80.0,10.2,19.2,No,No,0.0
22-09-2009,Albury,11.5,20.2,8.4,,,NNE,50.0,NNW,N,17.0,13.0,77.0,55.0,1002.6,999.2,80.0,10.0,15.5,19.2,Yes,Yes,1.0
23-09-2009,Albury,9.3,16.8,28.8,,,W,56.0,W,WSW,26.0,30.0,82.0,54.0,997.8,1003.8,50.0,80.0,13.1,15.9,Yes,Yes,1.0
25-09-2009,Albury,5.3,20.6,0.0,,,NNW,44.0,NNE,N,22.0,13.0,60.0,57.0,1009.3,1002.9,20.0,70.0,15.2,17.3,No,Yes,0.0
26-09-2009,Albury,6.8,12.2,6.0,,,WNW,56.0,WNW,W,37.0,24.0,79.0,72.0,1005.2,1003.9,70.0,60.0,7.9,11.1,Yes,Yes,1.0
27-09-2009,Albury,4.5,12.9,1.6,,,W,61.0,WNW,W,35.0,37.0,78.0,72.0,1009.8,1008.4,50.0,80.0,6.7,10.7,Yes,No,1.0
03-10-2009,Albury,8.5,13.5,3.2,,,SSE,31.0,ESE,ESE,17.0,11.0,87.0,75.0,1014.0,1015.1,70.0,70.0,9.6,13.0,Yes,Yes,1.0
06-10-2009,Albury,5.2,16.2,0.0,,,SE,37.0,ENE,SSE,6.0,15.0,85.0,77.0,1020.2,1018.3,20.0,20.0,8.8,10.0,No,Yes,0.0
13-10-2009,Albury,6.6,17.7,2.0,,,N,50.0,N,NW,17.0,30.0,70.0,71.0,1001.9,997.6,70.0,60.0,10.8,14.8,Yes,Yes,1.0
14-10-2009,Albury,9.5,15.1,7.0,,,W,65.0,WNW,W,26.0,30.0,88.0,60.0,1000.5,1002.7,80.0,10.0,10.3,14.1,Yes,Yes,1.0
15-10-2009,Albury,9.7,15.7,1.4,,,WNW,50.0,NW,WSW,15.0,22.0,79.0,84.0,1008.5,1007.8,80.0,80.0,11.1,10.9,Yes,Yes,1.0
21-11-2009,Albury,19.3,21.0,10.6,,,NE,37.0,NE,SSE,9.0,9.0,95.0,91.0,1010.8,1009.0,80.0,80.0,19.7,20.8,Yes,Yes,1.0
22-11-2009,Albury,18.3,28.3,25.8,,,NNW,61.0,N,W,0.0,46.0,98.0,67.0,1003.7,1003.5,80.0,80.0,19.2,25.6,Yes,No,1.0
26-11-2009,Albury,21.0,34.5,0.0,,,N,78.0,SE,WNW,13.0,39.0,48.0,70.0,1012.2,1008.4,10.0,40.0,28.2,25.2,No,Yes,0.0
27-11-2009,Albury,15.9,26.2,10.2,,,N,24.0,NE,SE,11.0,0.0,82.0,56.0,1010.7,1008.6,70.0,50.0,17.6,24.7,Yes,No,1.0
28-11-2009,Albury,17.1,26.4,0.0,,,W,52.0,WNW,NW,24.0,24.0,48.0,27.0,1006.5,1002.7,20.0,10.0,18.8,25.7,No,Yes,0.0
29-11-2009,Albury,12.8,22.3,9.4,,,WNW,46.0,WSW,WNW,6.0,19.0,94.0,54.0,1000.5,1000.9,80.0,40.0,13.5,20.7,Yes,Yes,1.0
30-11-2009,Albury,13.2,23.9,2.4,,,SE,50.0,SSE,SE,9.0,24.0,82.0,35.0,1010.3,1009.3,30.0,10.0,15.9,23.6,Yes,No,1.0
08-12-2009,Albury,18.2,24.9,0.0,,,SW,54.0,WSW,SW,13.0,28.0,58.0,45.0,1006.9,1006.0,70.0,50.0,21.0,21.8,No,Yes,0.0
10-12-2009,Albury,14.2,27.4,0.0,,,W,52.0,SE,W,6.0,19.0,52.0,26.0,1008.9,1004.7,70.0,70.0,19.7,25.6,No,No,0.0
11-12-2009,Albury,9.2,22.6,1.0,,,SW,41.0,WSW,SW,19.0,20.0,62.0,30.0,1016.9,1016.3,60.0,30.0,12.8,21.0,No,No,0.0
25-12-2009,Albury,18.8,28.3,9.8,,,SE,31.0,N,NNE,0.0,6.0,84.0,49.0,1009.8,1008.0,50.0,10.0,20.9,27.5,Yes,No,1.0
17-01-2010,Albury,16.8,25.6,0.0,,,WNW,57.0,W,W,20.0,35.0,51.0,24.0,1006.9,1005.5,40.0,10.0,18.0,24.1,No,No,0.0
18-01-2010,Albury,10.5,22.6,0.0,,,SW,52.0,W,WSW,22.0,30.0,44.0,30.0,1007.7,1007.0,20.0,80.0,14.4,20.5,No,No,0.0
05-02-2010,Albury,19.2,26.1,52.2,,,SE,33.0,S,SSW,9.0,13.0,83.0,70.0,1009.9,1009.4,40.0,80.0,22.1,25.0,Yes,Yes,1.0
08-02-2010,Albury,23.0,34.0,0.0,,,NNW,37.0,ESE,ESE,7.0,11.0,66.0,32.0,1020.8,1017.8,70.0,70.0,25.9,33.8,No,No,0.0
13-02-2010,Albury,20.8,27.1,0.0,,,NE,24.0,E,NE,9.0,11.0,82.0,59.0,1009.9,1007.9,80.0,10.0,21.2,26.6,No,No,0.0
14-02-2010,Albury,20.5,30.3,0.0,,,SE,41.0,SSE,SE,7.0,20.0,80.0,43.0,1006.8,1003.9,80.0,80.0,21.7,28.9,No,No,0.0
20-02-2010,Albury,15.7,31.8,0.0,,,NW,57.0,SE,N,7.0,19.0,70.0,35.0,1018.9,1014.3,10.0,20.0,19.6,30.9,No,No,0.0
21-02-2010,Albury,19.6,34.7,0.6,,,SSW,59.0,SE,SE,6.0,24.0,71.0,59.0,1015.3,1011.2,30.0,80.0,23.8,27.3,No,Yes,0.0
22-02-2010,Albury,20.2,26.4,3.6,,,E,46.0,ENE,NW,4.0,9.0,83.0,70.0,1014.6,1011.9,80.0,80.0,21.3,24.2,Yes,No,1.0
05-03-2010,Albury,12.8,22.3,0.0,,,NE,37.0,NE,NE,24.0,17.0,74.0,93.0,1008.8,1006.6,80.0,80.0,20.9,20.1,No,Yes,0.0
06-03-2010,Albury,18.8,30.3,20.6,,,WSW,39.0,W,N,9.0,7.0,87.0,48.0,1010.0,1009.0,80.0,10.0,22.3,29.4,Yes,Yes,1.0
07-03-2010,Albury,18.3,22.9,5.8,,,SE,39.0,NW,E,15.0,13.0,89.0,82.0,1013.3,1008.8,80.0,70.0,19.0,21.1,Yes,Yes,1.0
09-03-2010,Albury,15.7,22.4,6.2,,,NW,46.0,WNW,WNW,20.0,17.0,90.0,67.0,1014.4,1015.9,80.0,80.0,16.3,19.0,Yes,No,1.0
29-03-2010,Albury,18.2,26.3,11.0,,,WNW,26.0,W,WNW,7.0,20.0,94.0,61.0,1015.8,1014.9,70.0,50.0,18.2,24.8,Yes,No,1.0
07-04-2010,Albury,15.7,23.4,3.0,,,N,30.0,NNE,WNW,17.0,9.0,87.0,69.0,1012.8,1010.5,80.0,30.0,19.2,23.2,Yes,Yes,1.0
08-04-2010,Albury,13.5,23.1,3.2,,,NW,46.0,WNW,WSW,13.0,20.0,84.0,53.0,1016.7,1015.3,10.0,10.0,17.5,23.0,Yes,No,1.0
10-04-2010,Albury,14.1,18.6,0.2,,,WNW,22.0,NE,NE,6.0,11.0,84.0,79.0,1011.6,1009.0,80.0,80.0,16.7,18.3,No,Yes,0.0
11-04-2010,Albury,14.2,18.7,7.0,,,WNW,57.0,NW,W,17.0,35.0,86.0,43.0,1010.1,1010.2,80.0,20.0,15.9,17.8,Yes,No,1.0
19-04-2010,Albury,11.2,25.9,0.0,,,ESE,17.0,N,SSE,0.0,9.0,81.0,46.0,1025.7,1021.9,20.0,30.0,14.6,25.6,No,No,0.0
20-04-2010,Albury,11.8,25.2,0.0,,,ENE,26.0,SSE,E,2.0,13.0,79.0,49.0,1024.6,1020.1,10.0,10.0,16.4,24.3,No,No,0.0
24-04-2010,Albury,15.4,19.8,3.6,,,NNW,46.0,NNE,NNW,11.0,28.0,95.0,86.0,1013.4,1008.7,80.0,80.0,17.1,18.6,Yes,Yes,1.0
27-04-2010,Albury,7.1,16.1,0.0,,,ENE,17.0,N,ENE,0.0,7.0,84.0,58.0,1020.9,1018.0,60.0,70.0,9.7,15.9,No,Yes,0.0
28-04-2010,Albury,9.7,17.3,1.6,,,NW,30.0,NE,WNW,6.0,17.0,84.0,50.0,1022.0,1019.6,10.0,10.0,12.4,16.9,Yes,No,1.0
29-04-2010,Albury,10.5,17.7,0.4,,,W,28.0,WSW,WSW,7.0,11.0,79.0,69.0,1021.9,1020.4,50.0,80.0,14.3,17.0,No,No,0.0
04-05-2010,Albury,8.0,25.3,0.2,,,WNW,61.0,WSW,N,7.0,26.0,92.0,29.0,1017.8,1011.2,80.0,40.0,11.9,24.8,No,Yes,0.0
06-05-2010,Albury,7.1,15.3,0.0,,,W,35.0,NW,W,11.0,9.0,78.0,68.0,1022.3,1021.6,80.0,80.0,10.8,15.3,No,No,0.0
07-05-2010,Albury,5.7,17.5,0.0,,,W,20.0,S,WNW,2.0,6.0,89.0,56.0,1024.7,1021.7,80.0,60.0,10.2,16.8,No,No,0.0
08-05-2010,Albury,9.6,19.3,0.0,,,SSE,13.0,N,SE,0.0,0.0,84.0,59.0,1023.7,1021.1,60.0,10.0,13.0,18.6,No,No,0.0
09-05-2010,Albury,5.7,19.5,0.0,,,ENE,17.0,E,SSE,7.0,4.0,99.0,54.0,1023.4,1019.6,80.0,10.0,9.2,18.6,No,No,0.0
25-05-2010,Albury,10.2,14.9,10.4,,,E,26.0,E,SSE,7.0,7.0,88.0,99.0,1008.7,1005.0,70.0,70.0,13.5,12.8,Yes,Yes,1.0
27-05-2010,Albury,5.7,16.6,0.2,,,SSE,11.0,N,SSE,0.0,9.0,92.0,59.0,1019.6,1018.0,80.0,80.0,9.7,16.5,No,No,0.0
28-05-2010,Albury,6.4,17.0,0.0,,,ENE,22.0,N,NE,0.0,13.0,96.0,63.0,1019.4,1014.3,80.0,60.0,9.4,17.0,No,Yes,0.0
29-05-2010,Albury,9.4,15.0,28.0,,,N,26.0,E,SE,9.0,11.0,99.0,89.0,1005.7,1002.8,80.0,80.0,12.1,14.0,Yes,Yes,1.0
30-05-2010,Albury,8.8,20.2,5.8,,,SE,46.0,SSW,SSE,11.0,31.0,99.0,47.0,1004.7,1004.8,80.0,10.0,10.8,19.6,Yes,No,1.0
08-06-2010,Albury,3.1,12.2,0.0,,,WNW,19.0,SSE,WNW,2.0,11.0,89.0,49.0,1023.7,1019.5,70.0,70.0,5.3,11.6,No,No,0.0
09-06-2010,Albury,5.3,8.4,0.0,,,WNW,37.0,NNW,WNW,11.0,13.0,81.0,92.0,1012.9,1011.1,70.0,80.0,7.8,7.9,No,Yes,0.0
11-06-2010,Albury,7.2,13.2,0.0,,,W,28.0,WSW,WSW,6.0,13.0,82.0,66.0,1023.0,1019.7,70.0,70.0,9.2,12.8,No,No,0.0
15-06-2010,Albury,-0.3,12.8,0.0,,,SSE,11.0,SE,ESE,2.0,9.0,92.0,65.0,1032.3,1028.3,60.0,10.0,3.4,12.4,No,No,0.0
16-06-2010,Albury,1.5,15.5,0.0,,,NNW,52.0,E,E,4.0,9.0,91.0,73.0,1027.4,1022.1,10.0,70.0,7.4,13.5,No,Yes,0.0
18-06-2010,Albury,3.0,12.2,2.2,,,W,24.0,NW,W,7.0,13.0,88.0,70.0,1019.6,1018.0,70.0,20.0,6.9,10.9,Yes,Yes,1.0
20-06-2010,Albury,3.6,13.1,0.0,,,NW,39.0,N,SSW,0.0,2.0,98.0,86.0,1027.2,1026.7,80.0,80.0,7.7,12.7,No,No,0.0
24-06-2010,Albury,3.4,17.0,0.0,,,ENE,24.0,E,E,4.0,17.0,85.0,56.0,1030.1,1024.7,30.0,10.0,8.3,16.9,No,No,0.0
25-06-2010,Albury,7.0,16.1,0.0,,,NNE,31.0,E,SE,9.0,2.0,83.0,95.0,1021.9,1018.6,80.0,80.0,12.1,13.2,No,Yes,0.0
26-06-2010,Albury,6.2,12.1,10.2,,,WNW,35.0,WNW,N,4.0,4.0,86.0,71.0,1020.5,1020.5,70.0,80.0,7.6,11.1,Yes,No,1.0
27-06-2010,Albury,0.6,11.9,0.2,,,W,22.0,SW,NW,2.0,11.0,99.0,54.0,1024.3,1021.8,10.0,20.0,2.8,11.5,No,No,0.0
28-06-2010,Albury,-0.6,8.3,0.0,,,NNW,52.0,SE,WSW,7.0,9.0,99.0,70.0,1022.7,1020.3,80.0,70.0,2.3,8.2,No,No,0.0
